###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59739.333249  18.550  0.107   138   15 o  0   1.06 190.74695  48.37041  7976.11  3750.60 2.13 1.92  30.8 -0.433 19.25 19.92 02a59739o0207o
59739.336453  18.696  0.129   121   16 o  0   1.03 190.74695  48.37041  7956.48  3710.83 2.16 1.91  34.2 -0.429 19.21 19.91 02a59739o0214o
59739.343363  18.570  0.121   136   16 o  0   1.11 190.74695  48.37041  8017.06  3791.07 2.18 1.90  33.6 -0.436 19.21 19.90 02a59739o0229o
59739.353480  18.454  0.111   151   17 o  0   0.81 190.74695  48.37041  8037.84  3673.01 2.41 1.92  29.2 -0.423 19.17 19.88 02a59739o0251o
59741.296670  18.259  0.116   180   21 o  0   0.96 190.74695  48.37041  3402.15  9034.58 2.72 2.69 -33.1 -0.457 18.90 19.81 01a59741o0132o
59741.299893  18.573  0.163   135   22 o  0   0.88 190.74695  48.37041  3423.42  9073.42 2.66 2.65  77.3 -0.466 18.96 19.81 01a59741o0139o
59741.305418  18.675  0.178   123   22 o  0   1.17 190.74695  48.37041  3362.36  8996.85 2.91 2.66  47.7 -0.436 18.91 19.79 01a59741o0151o
59741.316530  18.438  0.138   153   21 o  0   1.00 190.74695  48.37041  3344.98  9113.78 2.66 2.63  -8.0 -0.471 18.93 19.77 01a59741o0175o
59745.298462  18.585  0.155   134   21 o  0   0.97 190.74695  48.37041  7609.06  4837.69 2.73 2.69 -13.3 -0.480 18.81 19.58 01a59745o0130o
59745.301685  18.509  0.175   143   25 o  0   0.82 190.74695  48.37041  7631.73  4875.86 2.80 2.73  11.3 -0.468 18.79 19.57 01a59745o0137o
59745.307698  19.131  0.275    81   22 o  0   1.19 190.74695  48.37041  7573.63  4802.39 3.03 2.84  29.5 -0.430 18.73 19.54 01a59745o0150o
59745.320181  18.719  0.213   118   25 o  0   1.08 190.74695  48.37041  7561.00  4919.77 2.92 2.80 -49.2 -0.469 18.71 19.51 01a59745o0177o
59749.291526  18.893  0.121   101   12 o  0   1.14 190.74695  48.37041  7605.11  4837.24 2.99 2.75  29.9 -0.434 19.39 21.01 01a59749o0020o
59749.297085  18.737  0.144   116   17 o  0   1.05 190.74695  48.37041  7628.41  4874.86 2.97 2.86  29.6 -0.426 19.11 20.62 01a59749o0032o
59749.300769  18.537  0.181   140   25 o  0   1.61 190.74695  48.37041  7571.68  4802.92 2.71 2.65 -34.8 -0.473 18.50 19.69 01a59749o0040o
59749.311375  19.113  0.246    82   20 o  0   1.55 190.74695  48.37041  7559.92  4920.39 2.74 2.73   4.0 -0.461 18.83 20.17 01a59749o0063o
59751.284074  18.733  0.109   117   13 c  0   1.18 190.74695  48.37041  4017.32  9935.06 2.43 2.27 -59.1 -0.420 19.72 21.46 02a59751o0089c
59751.287285  18.855  0.131   104   14 c  0   0.83 190.74695  48.37041  3999.62  9895.57 2.38 2.32 -57.0 -0.415 19.67 21.46 02a59751o0096c
59751.292788  18.750  0.106   115   12 c  0   1.04 190.74695  48.37041  4054.53  9972.87 2.42 2.33 -66.8 -0.416 19.65 21.45 02a59751o0108c
59751.306558  18.913  0.125    99   12 c  0   1.02 190.74695  48.37041  4073.25  9853.67 2.37 2.30 -45.5 -0.416 19.69 21.42 02a59751o0138c
59753.303798  18.735  0.153   116   18 o  0   1.15 190.74695  48.37041  8260.92   421.07 2.79 2.56 -49.6 -0.522 19.29 20.72 01a59753o0142o
59753.307023  18.502  0.098   144   14 o  0   1.34 190.74695  48.37041  8282.12   460.28 2.78 2.67 -23.0 -0.488 19.22 20.69 01a59753o0149o
59753.312594  18.715  0.141   119   17 o  0   1.02 190.74695  48.37041  8226.34   386.40 2.81 2.66 -40.3 -0.504 19.13 20.59 01a59753o0161o
59753.325987  18.728  0.124   117   14 o  0   1.31 190.74695  48.37041  8213.99   508.95 2.79 2.62 -44.0 -0.511 19.31 20.80 01a59753o0190o
59755.292436  18.985  0.133    92   12 c  0   1.11 190.74695  48.37041   255.64 10256.62 2.94 2.00 -55.0 -0.393 19.58 21.33 02a59755o0105c
59755.297918  18.841  0.134   106   14 c  0   0.93 190.74695  48.37041   237.07 10219.81 2.86 1.93 -55.2 -0.400 19.61 21.33 02a59755o0117c
59755.301577  18.878  0.124   102   13 c  0   1.15 190.74695  48.37041   291.38 10293.82 2.87 1.97 -56.6 -0.405 19.59 21.33 02a59755o0125c
59755.307113  19.002  0.121    91   11 c  0   1.19 190.74695  48.37041  9593.36 10238.99 3.03 2.67 -56.9 -0.379 19.64 21.39 02a59755o0137c
59755.310318  19.056  0.130    87   11 c  0   1.33 190.74695  48.37041  9572.58 10196.57 3.12 2.62 -57.7 -0.380 19.63 21.39 02a59755o0144c
59755.313516  18.890  0.127   101   13 c  0   0.92 190.74695  48.37041   311.17 10170.15 2.76 1.92 -56.2 -0.450 19.59 21.30 02a59755o0151c
59755.317180  19.037  0.145    88   13 c  0   1.11 190.74695  48.37041  9628.88 10278.96 2.97 2.71 -55.0 -0.379 19.46 21.16 02a59755o0159c
59757.267964  18.711  0.113   119   13 o  0   1.22 190.74695  48.37041  8245.53   415.13 3.08 2.94 -46.2 -0.470 19.27 20.79 01a59757o0062o
59757.271276  18.598  0.106   132   14 o  0   1.57 190.74695  48.37041  8264.44   452.66 3.42 3.25 -50.0 -0.444 19.18 20.84 01a59757o0069o
59757.277266  18.950  0.150    96   14 o  0   0.98 190.74695  48.37041  8210.20   379.51 3.55 3.29 -46.2 -0.416 19.18 20.89 01a59757o0082o
59757.289708  18.683  0.106   122   13 o  0   1.37 190.74695  48.37041  8196.68   500.83 3.65 3.45 -39.1 -0.387 19.15 20.97 01a59757o0109o
59761.300996  18.766  0.163   113   18 o  0   1.02 190.74695  48.37041  6571.97  7154.59 4.25 4.08 -33.3 -0.393 18.85 20.80 01a59761o0004o
59761.306930  18.574  0.147   135   20 o  0   0.92 190.74695  48.37041  6512.88  7080.07 4.16 3.93 -43.9 -0.450 18.87 20.76 01a59761o0017o
59761.316496  18.830  0.171   107   18 o  0   0.89 190.74695  48.37041  6497.84  7197.62 3.79 3.65 -41.2 -0.409 19.02 20.77 01a59761o0038o
59765.253332  19.303  0.408    69   28 o  0   1.22 190.74695  48.37041  6535.41  7109.24 2.72 2.70 -26.9 -0.473 18.68 19.38 01a59765o0031o
59765.256541  18.551  0.124   138   17 o  0   1.35 190.74695  48.37041  6560.63  7146.78 2.75 2.68 -40.9 -0.476 19.02 20.05 01a59765o0038o
59765.262024  18.814  0.133   108   14 o  0   1.31 190.74695  48.37041  6501.79  7071.98 2.71 2.69  40.0 -0.465 19.24 20.45 01a59765o0050o
59765.272531  18.505  0.113   144   16 o  0   1.00 190.74695  48.37041  6488.66  7190.36 2.96 2.76  36.3 -0.437 19.21 20.49 01a59765o0073o
59767.256736  18.793  0.162   110   18 o  0   1.74 190.74695  48.37041  4852.87  5557.41 2.23 1.74  30.9 -0.439 18.86 19.18 02a59767o0005o
59767.259904  18.721  0.122   118   14 o  0   1.44 190.74695  48.37041  4832.78  5516.52 2.28 1.83  30.8 -0.434 19.16 19.78 02a59767o0012o
59767.265343  18.880  0.247   102   25 o  0   1.00 190.74695  48.37041  4889.09  5591.64 2.27 1.80  29.8 -0.437 19.23 20.00 02a59767o0024o
59767.276242  19.000  0.173    91   16 o  0   0.78 190.74695  48.37041  4907.86  5474.02 2.28 1.84  30.1 -0.437 19.30 20.09 02a59767o0048o
59769.284874  18.305  0.245   173   42 o  0   1.34 190.74695  48.37041  2686.99   883.08 2.51 2.47  57.0 -0.522 18.25 18.77 01a59769o0099o
59769.288067  19.348  0.551    66   36 o  0   1.83 190.74695  48.37041  2708.84   922.79 2.46 2.45 -82.2 -0.540 18.11 18.61 01a59769o0106o
59769.294025  18.722  0.277   118   33 o  0   1.12 190.74695  48.37041  2652.81   844.86 2.53 2.45  45.8 -0.509 18.31 18.93 01a59769o0119o
59769.304054  18.328  0.302   169   51 o  0   1.24 190.74695  48.37041  2642.86   963.95 2.50 2.45 -71.4 -0.556 17.89 18.28 01a59769o0141o
59771.290088  19.089  0.400    84   34 o  0   1.31 190.74695  48.37041  9262.95  1554.70 2.15 1.92 -62.8 -0.482 18.19 18.42 02a59771o0100o
59771.293312  19.153  0.456    79   36 o  0   1.62 190.74695  48.37041  9244.89  1518.95 2.17 1.96 -61.7 -0.479 18.15 18.38 02a59771o0107o
59771.298761  18.792  0.545   110   60 o  0   1.00 190.74695  48.37041  9305.66  1597.95 2.25 1.96 -59.9 -0.464 17.68 17.77 02a59771o0119o
59771.312123  20.587  3.456    21   73 o  0   0.65 190.74695  48.37041  9324.60  1476.89 2.25 1.95 -59.7 -0.477 17.54 17.65 02a59771o0148o
59773.251725  18.558  0.259   137   36 o  0   0.86 190.74695  48.37041  2678.62   885.28 2.83 2.66 -44.3 -0.507 18.46 18.97 01a59773o0024o
59773.254913  18.955  0.300    95   28 o  0   1.13 190.74695  48.37041  2702.87   923.94 2.65 2.51 -44.5 -0.541 18.61 19.18 01a59773o0031o
59773.260380  18.700  0.258   120   31 o  0   0.95 190.74695  48.37041  2647.50   844.42 2.72 2.51 -44.2 -0.539 18.69 19.32 01a59773o0043o
59773.273602  18.731  0.233   117   27 o  0   1.19 190.74695  48.37041  2638.01   960.77 2.71 2.52 -51.0 -0.545 18.67 19.31 01a59773o0072o
59783.253889  20.557  1.159    22   25 c  0   1.08 190.74695  48.37041  8716.08  5425.02 2.50 2.33  28.7 -0.411 18.76 19.77 02a59783o0027c
59783.259345  19.885  0.360    40   14 c  0   1.19 190.74695  48.37041  8695.62  5383.54 2.56 2.41  28.5 -0.404 19.28 20.58 02a59783o0039c
59783.263897  19.990  0.361    37   13 c  0   0.92 190.74695  48.37041  8751.13  5460.94 2.65 2.46  25.5 -0.402 19.38 20.89 02a59783o0049c
59783.277559  19.623  0.218    51   11 c  0   1.11 190.74695  48.37041  8770.82  5345.08 2.56 2.39  27.9 -0.405 19.51 21.04 02a59783o0079c
59787.256925  19.054  0.170    87   15 c  0   1.05 190.74695  48.37041  3212.39  1779.51 2.84 2.73  82.0 -0.387 18.99 20.42 02a59787o0037c
59787.260092  20.311  0.415    27   11 c  0   1.10 190.74695  48.37041  3193.13  1740.52 2.58 2.47  84.1 -0.406 19.33 20.76 02a59787o0044c
59787.266438  19.304  0.159    69   11 c  0   1.08 190.74695  48.37041  3253.10  1817.72 2.68 2.57  82.3 -0.398 19.36 20.97 02a59787o0058c
59787.280042  19.455  0.230    60   14 c  0   1.06 190.74695  48.37041  3272.30  1701.92 2.97 2.84  81.9 -0.395 19.24 20.99 02a59787o0088c
